age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,length_of_stay,class
22,0,2,2,2,1,1,-1.0,7,236,0
43,0,2,0,1,1,0,-1.0,1,2,0
26,0,0,0,0,1,6,-1.0,9,2,1
50,0,2,1,1,1,5,-1.0,1,1,1
67,0,2,1,1,1,1,-1.0,3,0,0
52,1,2,1,1,1,0,-1.0,1,0,0
29,1,0,0,1,1,2,-1.0,4,3,0
22,0,0,2,0,1,1,-1.0,9,4,0
30,1,0,0,1,1,0,0.0,1,0,1
61,1,2,1,1,1,0,-1.0,1,2,0
26,1,0,0,2,1,1,-1.0,6,29,1
36,0,2,0,1,1,0,-1.0,1,0,0
30,1,2,0,1,1,0,-1.0,1,0,0
53,1,2,1,1,0,1,-1.0,1,0,0
39,0,0,0,1,0,1,-1.0,2,0,0
26,1,0,0,0,1,27,-1.0,9,10,1
31,0,2,0,1,0,2,-1.0,1,1,0
48,0,0,1,0,1,8,-1.0,9,11,1
40,0,0,0,1,1,3,-1.0,2,1,0
22,0,2,2,0,1,0,0.0,8,1,0
45,1,5,1,1,1,0,0.0,1,-1,0
45,0,0,1,1,1,11,-1.0,3,0,0
34,0,0,0,2,1,7,0.0,6,0,1
47,1,2,1,1,1,3,-1.0,3,12,1
22,0,3,2,2,0,0,0.0,6,0,0
48,1,3,1,1,1,0,-1.0,1,-1,0
27,1,0,0,2,1,8,0.0,7,0,1
30,0,5,0,1,1,0,-1.0,1,1,0
22,0,2,2,2,0,0,-2.0,7,1,1
30,0,0,0,0,1,11,-1.0,8,0,0
50,1,2,1,2,1,9,-1.0,6,1,1
32,1,3,0,2,0,8,-8.0,5,7,1
22,1,2,2,0,0,0,-1.0,9,1,0
27,0,0,0,1,1,2,0.0,3,0,0
35,0,0,0,1,1,2,-1.0,3,1,0
21,1,0,2,2,1,0,-1.0,5,3,0
41,1,0,0,2,1,5,-1.0,5,0,0
57,0,0,1,1,1,1,-1.0,1,1,0
27,1,2,0,0,0,4,8.0,8,54,1
57,0,5,1,1,1,0,0.0,1,6,0
26,0,0,0,0,1,6,0.0,9,18,1
53,1,2,1,1,1,1,-10.0,1,1,0
62,1,2,1,1,1,0,-1.0,1,2,0
29,0,2,0,1,1,2,-1.0,1,0,1
35,0,3,0,2,1,13,-1.0,7,4,0
34,0,2,0,1,0,2,-1.0,3,1,0
34,0,0,0,1,1,2,-1.0,2,1,0
26,1,2,0,1,1,1,-1.0,2,1,0
41,1,0,0,1,0,0,-1.0,1,0,0
22,1,0,2,1,1,2,-1.0,4,1,1
36,0,3,0,1,1,0,0.0,1,0,0
21,0,2,2,2,1,0,0.0,5,-1,0
31,0,2,0,1,1,1,-1.0,2,1,1
21,1,2,2,2,0,0,-1.0,5,0,0
31,0,3,0,0,1,0,-1.0,10,80,0
24,0,2,2,2,0,0,-1.0,5,0,0
39,1,2,0,1,1,2,0.0,4,-1,0
32,0,0,0,2,1,3,-1.0,7,8,1
25,0,0,0,0,1,14,-1.0,10,83,1
35,0,0,0,2,1,0,-1.0,7,1,1
43,1,0,0,1,0,0,-1.0,1,1,0
42,0,2,0,2,1,0,0.0,5,0,0
51,1,2,1,1,1,0,-1.0,1,0,0
53,1,2,1,1,0,0,0.0,1,0,0
30,0,0,0,2,1,1,0.0,7,70,0
44,0,2,0,0,1,1,-1.0,8,1,0
26,0,0,0,0,1,1,0.0,9,-1,0
37,0,0,0,0,1,0,-1.0,9,0,0
41,0,0,0,1,0,7,0.0,4,1,1
25,1,0,0,0,1,11,-1.0,9,29,1
38,1,0,0,1,1,4,-1.0,1,0,0
61,1,0,1,1,1,14,-1.0,2,1,0
46,1,1,1,1,1,0,-1.0,1,0,0
28,1,0,0,1,0,0,-1.0,3,1,0
32,1,0,0,1,1,2,-1.0,2,1,0
31,1,2,0,0,1,9,0.0,8,1,1
34,1,2,0,1,1,0,-1.0,4,0,0
41,1,0,0,0,1,9,-1.0,9,0,0
25,0,2,0,0,1,1,0.0,9,59,0
32,0,0,0,1,1,4,0.0,4,44,1
30,1,2,0,0,1,2,-1.0,9,6,0
57,0,2,1,1,1,0,-2.0,1,-1,0
66,1,2,1,1,1,1,-1.0,1,19,0
29,0,5,0,1,1,0,-1.0,2,1,0
47,0,0,1,1,1,4,0.0,3,0,0
54,1,5,1,1,1,0,0.0,1,-1,0
24,0,0,2,2,1,5,-1.0,7,1,1
22,1,2,2,2,1,1,0.0,5,8,0
33,0,0,0,1,1,0,-4.0,1,3,1
50,1,2,1,2,1,1,-1.0,6,40,1
20,0,5,2,1,1,0,-2.0,4,0,0
51,1,2,1,1,0,0,-1.0,4,1,1
46,1,3,1,1,1,1,-2.0,1,0,0
44,1,3,0,1,1,0,-1.0,1,1,1
61,1,2,1,1,1,0,0.0,1,0,0
50,0,0,1,0,1,11,0.0,9,2,0
32,1,2,0,1,1,0,-1.0,1,0,0
24,1,0,2,2,1,0,-1.0,5,0,1
37,0,0,0,2,0,13,-1.0,6,1,0
47,0,2,1,1,1,1,-1.0,3,0,1
39,0,5,0,1,0,0,-1.0,1,1,0
41,1,5,0,1,1,0,0.0,1,0,0
34,0,0,0,1,1,5,-1.0,2,0,1
27,0,5,0,2,0,5,-2.0,6,1,1
34,0,0,0,1,1,5,-1.0,4,2,1
22,0,2,2,1,0,2,-1.0,3,0,0
31,0,0,0,1,1,1,-14.0,1,13,0
26,0,0,0,2,1,3,-1.0,7,47,1
24,0,0,2,2,1,2,-1.0,7,1,0
23,0,0,2,1,1,0,0.0,3,1,0
24,0,0,2,1,1,1,-1.0,3,0,0
20,0,5,2,2,1,0,-1.0,5,1,1
36,1,2,0,2,1,0,-1.0,7,5,1
20,0,2,2,1,1,0,-1.0,2,1,0
56,0,0,1,1,1,1,-1.0,2,0,0
60,0,2,1,1,0,2,-1.0,1,1,0
54,0,2,1,1,0,2,-3.0,2,0,0
20,0,2,2,0,1,1,-1.0,10,13,1
23,1,2,2,1,1,1,-1.0,2,0,0
32,0,0,0,0,1,4,-1.0,10,3,0
22,0,5,2,1,1,1,-1.0,4,1,1
27,0,2,0,1,1,2,-1.0,2,1,0
30,0,0,0,1,1,0,0.0,3,0,1
37,1,5,0,1,1,0,-1.0,1,1,0
40,1,3,0,1,1,0,-2.0,2,1,0
30,1,2,0,1,1,0,0.0,1,-1,0
32,0,2,0,1,1,6,-1.0,2,2,1
26,0,0,0,0,1,5,-1.0,8,36,1
26,1,0,0,2,1,1,-1.0,6,13,1
33,0,0,0,1,0,2,-1.0,3,2,1
26,0,0,0,1,1,2,-1.0,3,148,1
38,0,0,0,1,1,2,-1.0,3,2,1
35,0,0,0,2,1,1,-1.0,6,0,1
52,1,2,1,1,1,1,0.0,1,1,0
50,1,2,1,1,1,0,0.0,2,14,1
63,1,2,1,1,1,0,0.0,1,0,0
27,0,0,0,1,1,2,-1.0,3,3,0
26,0,0,0,1,0,1,-1.0,4,2,1
58,0,2,1,1,1,1,-1.0,1,0,0
33,1,2,0,1,1,2,-1.0,2,1,0
25,0,0,0,0,1,3,-1.0,8,0,1
30,0,5,0,1,1,0,-1.0,1,0,0
47,0,0,1,1,1,3,0.0,3,0,0
35,1,3,0,1,1,0,-1.0,2,1,0
25,0,2,0,1,1,0,0.0,3,0,0
30,0,0,0,1,1,1,-1.0,3,1,1
54,1,3,1,1,0,0,0.0,1,0,0
23,0,0,2,2,1,1,-1.0,6,35,0
25,0,2,0,2,1,2,-1.0,5,0,1
36,1,2,0,1,0,0,-1.0,2,0,0
34,0,2,0,1,1,0,-1.0,4,28,0
48,0,0,1,0,1,4,0.0,8,0,0
23,0,3,2,0,1,2,-1.0,9,22,0
31,1,0,0,0,1,9,-1.0,8,27,1
21,0,0,2,1,1,0,-1.0,3,0,0
57,0,0,1,1,1,19,-1.0,3,1,0
35,0,0,0,1,1,7,-1.0,4,28,0
55,1,2,1,2,1,11,-1.0,7,57,0
48,0,5,1,1,1,1,-21.0,1,21,0
40,0,2,0,1,1,0,-1.0,1,1,0
29,0,3,0,1,1,1,0.0,1,2,0
28,0,2,0,1,1,0,-1.0,3,0,0
22,0,0,2,0,1,2,-1.0,8,1,0
44,0,0,0,0,1,14,-1.0,8,1,1
21,1,3,2,1,1,0,0.0,3,0,0
28,1,0,0,1,0,0,0.0,2,0,0
22,0,0,2,2,1,3,0.0,6,1,1
37,0,0,0,2,0,0,0.0,5,37,0
28,1,0,0,1,1,0,-1.0,2,1,1
21,0,3,2,2,1,0,-3.0,5,0,0
32,0,2,0,1,1,2,-27.0,4,0,1
30,1,2,0,2,0,7,-18.0,7,17,0
23,1,0,2,0,1,1,-1.0,9,5,0
27,1,0,0,0,0,0,-1.0,8,6,1
22,0,0,2,1,1,0,-1.0,3,0,0
57,0,0,1,1,1,3,0.0,1,1,0
21,0,0,2,0,1,1,-1.0,8,108,0
33,0,2,0,0,1,9,-1.0,9,49,1
21,0,0,2,0,1,2,0.0,10,0,1
39,1,0,0,1,1,1,0.0,2,-1,1
50,0,0,1,1,1,7,-1.0,2,0,0
36,1,2,0,1,1,1,-1.0,2,0,0
36,1,0,0,1,1,1,0.0,1,0,0
20,0,2,2,0,1,0,-1.0,9,0,1
29,0,2,0,2,0,0,-3.0,7,0,0
35,1,0,0,1,1,3,-1.0,2,11,0
25,1,2,0,1,1,0,0.0,2,0,1
41,1,2,0,1,1,0,0.0,1,0,0
30,1,0,0,0,1,4,-1.0,8,5,0
25,0,2,0,2,1,3,-24.0,7,19,1
24,0,2,2,1,0,0,-2.0,4,0,0
27,0,0,0,2,1,1,-1.0,7,5,0
52,1,2,1,1,1,7,-1.0,2,0,0
29,1,0,0,2,1,4,-1.0,5,0,0
33,0,2,0,1,1,9,0.0,4,0,0
34,0,0,0,1,1,13,-1.0,4,0,1
28,0,0,0,1,1,10,0.0,3,0,0
29,0,0,0,1,1,7,0.0,3,2,0
27,1,0,0,2,1,4,0.0,6,-1,1
35,1,2,0,1,1,1,-15.0,4,4,1
48,0,0,1,0,1,14,23.0,9,142,1
33,1,0,0,2,1,7,-1.0,6,1,1
51,0,2,1,2,1,3,-1.0,6,16,0
23,0,0,2,0,1,4,-1.0,10,0,1
23,0,5,2,1,1,2,-1.0,4,1,0
49,0,2,1,1,1,1,-22.0,1,1,0
35,0,1,0,2,1,0,-1.0,6,101,0
40,0,2,0,1,1,4,-1.0,3,33,1
35,0,2,0,1,1,2,-1.0,3,1,0
24,1,5,2,0,1,3,-1.0,8,3,1
68,0,0,1,1,1,2,0.0,4,0,0
27,1,0,0,2,1,7,-1.0,7,27,1
24,0,0,2,1,1,0,-1.0,2,1,0
29,0,3,0,2,1,0,-1.0,5,6,1
37,0,5,0,1,1,0,-1.0,1,0,1
43,1,0,0,0,0,9,-1.0,9,1,0
20,1,0,2,1,1,0,-1.0,4,1,0
35,1,0,0,1,1,1,0.0,4,1,0
34,1,2,0,2,0,0,0.0,7,2,1
27,0,2,0,1,1,1,-1.0,3,0,0
30,0,0,0,0,1,11,-1.0,8,2,1
33,1,0,0,1,1,2,-1.0,4,1,0
48,1,2,1,1,0,1,-1.0,1,1,1
29,0,0,0,2,1,5,-1.0,5,2,1
26,1,3,0,2,1,1,-2.0,5,1,0
67,1,2,1,1,1,0,-1.0,1,0,0
59,0,0,1,1,1,3,-8.0,3,8,0
26,0,0,0,2,1,5,-1.0,7,6,1
35,1,0,0,2,1,8,0.0,7,62,1
31,0,0,0,0,1,15,0.0,8,-1,0
59,0,0,1,2,1,22,-1.0,6,69,1
51,1,2,1,1,1,0,-1.0,2,0,0
27,1,0,0,2,1,1,-1.0,5,2,0
51,0,2,1,1,1,6,0.0,3,2,1
48,1,0,1,1,1,11,-1.0,4,56,1
25,0,0,0,1,1,1,-1.0,2,0,0
46,0,2,1,1,1,4,0.0,4,1,0
62,1,2,1,1,0,1,-2.0,1,0,1
46,0,2,1,1,1,0,-1.0,1,1,0
30,1,0,0,1,1,1,-1.0,2,0,0
47,1,2,1,1,1,0,-1.0,1,1,0
24,1,0,2,0,1,7,-1.0,8,2,1
34,1,3,0,1,1,3,-6.0,2,5,0
44,0,2,0,1,1,4,-1.0,3,1,0
68,0,2,1,2,1,7,-1.0,7,5,1
47,1,1,1,1,1,1,0.0,1,1,0
24,0,0,2,1,1,2,-1.0,4,1,1
45,1,2,1,1,0,0,-1.0,1,0,0
33,0,0,0,0,1,12,-1.0,9,2,1
24,0,0,2,2,1,2,-1.0,5,0,1
28,1,2,0,1,1,1,-1.0,2,0,1
31,0,2,0,2,1,4,-1.0,7,5,1
24,0,2,2,1,1,2,-1.0,3,2,1
44,1,0,0,1,1,0,-1.0,1,2,0
26,1,0,0,0,1,4,-1.0,8,1,1
32,1,3,0,1,1,0,0.0,2,0,0
21,1,0,2,2,0,0,-1.0,5,1,0
29,0,0,0,1,1,6,-26.0,2,26,0
24,0,3,2,1,1,1,0.0,4,0,1
38,0,2,0,1,1,0,0.0,4,158,0
19,0,0,2,1,1,1,-1.0,4,3,1
26,0,3,0,1,1,0,-1.0,2,0,0
46,0,5,1,1,1,0,-1.0,1,0,1
57,0,0,1,2,1,8,-1.0,5,99,1
36,1,2,0,2,0,4,-10.0,6,2,1
61,1,2,1,1,0,1,0.0,1,-1,0
31,0,0,0,2,1,4,0.0,5,4,1
22,0,0,2,2,1,1,-1.0,6,6,1
20,0,2,2,1,1,0,-1.0,4,1,0
30,1,2,0,1,0,1,-27.0,3,0,0
51,1,0,1,2,1,5,0.0,7,4,0
29,0,2,0,1,1,1,3.0,2,0,1
23,0,0,2,0,1,5,-1.0,9,4,1
43,0,0,0,2,1,2,0.0,7,-1,0
28,0,0,0,1,1,2,-1.0,2,125,0
35,0,2,0,1,1,0,-1.0,3,1,1
36,0,0,0,1,1,0,-3.0,1,0,0
34,0,0,0,0,1,0,-1.0,9,2,1
37,0,2,0,0,1,3,-1.0,8,241,0
22,0,0,2,0,1,3,-1.0,9,33,0
34,0,2,0,1,0,0,-2.0,2,0,1
24,1,0,2,2,1,0,-2.0,5,0,0
26,0,0,0,0,0,4,-1.0,8,0,1
51,0,0,1,1,1,3,-18.0,3,2,0
21,0,0,2,0,1,1,0.0,10,0,1
24,0,0,2,2,1,1,0.0,7,141,0
30,1,0,0,0,1,0,-1.0,9,1,0
34,0,3,0,1,1,1,-1.0,1,0,1
38,1,3,0,1,1,0,0.0,1,0,0
33,1,2,0,1,0,0,-2.0,2,0,0
44,0,0,0,1,1,0,-1.0,1,1,0
26,0,0,0,1,0,3,-1.0,2,0,1
61,0,3,1,1,1,2,-1.0,4,3,1
30,0,2,0,0,1,0,-1.0,9,37,1
20,1,0,2,1,0,0,0.0,4,-1,1
28,0,3,0,1,1,1,-9.0,2,8,0
30,0,0,0,1,1,0,-1.0,2,0,1
47,1,0,1,1,1,1,-1.0,1,2,1
27,0,2,0,2,1,5,-1.0,6,6,1
23,1,3,2,1,1,0,0.0,4,0,0
22,0,3,2,1,0,1,-4.0,4,0,0
26,0,2,0,2,1,0,-1.0,5,1,1
32,1,0,0,2,1,1,-1.0,6,21,1
28,0,0,0,2,1,7,-1.0,7,1,1
25,0,2,0,2,1,1,-1.0,6,1,0
23,1,5,2,2,1,2,-1.0,7,45,0
37,1,2,0,1,1,1,-1.0,1,1,1
45,1,2,1,1,1,0,-1.0,2,2,0
54,1,2,1,1,1,0,-4.0,1,1,0
37,0,0,0,2,1,10,-1.0,7,0,1
23,1,0,2,1,0,0,-1.0,2,1,0
22,1,0,2,2,1,1,28.0,7,1,1
21,0,0,2,2,1,0,0.0,6,0,1
22,0,0,2,1,1,0,-1.0,4,0,1
28,0,0,0,1,0,3,-1.0,3,1,0
29,0,0,0,2,1,5,-1.0,5,3,1
23,1,0,2,1,1,0,-1.0,3,0,1
24,1,2,2,2,0,0,-1.0,6,23,0
30,1,3,0,1,1,0,-1.0,1,1,0
34,0,0,0,0,1,21,0.0,9,33,1
24,0,0,2,2,1,4,-1.0,6,1,1
31,1,2,0,1,1,2,0.0,1,33,1
21,0,0,2,0,0,0,-1.0,10,33,1
32,0,5,0,1,1,0,-1.0,1,1,0
61,1,0,1,0,1,2,0.0,8,0,0
22,0,2,2,2,1,3,-1.0,7,142,1
39,1,2,0,1,0,1,-1.0,2,10,1
37,1,0,0,1,1,0,-1.0,1,1,0
39,0,0,0,0,1,1,-1.0,8,0,0
43,0,2,0,0,0,7,-21.0,8,8,0
32,0,2,0,1,1,0,0.0,3,1,0
22,0,0,2,0,1,7,-11.0,8,11,1
22,0,0,2,0,1,4,-1.0,9,260,1
45,0,2,1,2,1,19,-1.0,6,1,1
41,0,2,0,1,1,4,-3.0,3,0,1
60,0,3,1,1,1,4,-15.0,1,6,0
31,0,2,0,1,1,0,-1.0,1,0,0
53,1,2,1,1,0,0,-2.0,1,0,0
55,1,3,1,1,1,0,-1.0,1,0,0
46,1,2,1,1,0,0,-1.0,1,1,0
24,0,0,2,0,1,0,0.0,8,1,0
34,0,2,0,0,0,15,-4.0,9,3,1
48,0,0,1,0,1,5,-1.0,9,242,1
20,0,0,2,0,1,2,-1.0,9,0,1
49,1,2,1,1,1,0,0.0,1,-1,0
36,0,0,0,0,1,17,-1.0,8,15,1
22,1,2,2,0,1,1,0.0,8,5,1
30,1,0,0,0,1,5,-1.0,9,1,0
30,0,0,0,2,1,5,-1.0,6,1,1
40,0,2,0,1,1,5,-1.0,3,0,0
26,0,0,0,1,1,0,0.0,4,0,0
22,0,0,2,1,1,0,-1.0,3,1,1
58,1,2,1,1,0,0,-1.0,1,0,0
35,1,0,0,2,1,4,-1.0,5,29,0
25,0,4,0,0,1,7,0.0,9,0,0
20,1,2,2,1,1,0,-1.0,4,3,0
27,0,3,0,2,1,8,-1.0,5,1,1
33,0,0,0,0,1,2,-1.0,9,28,1
40,0,2,0,0,1,8,-28.0,8,6,1
37,0,2,0,1,1,0,0.0,4,0,0
38,1,0,0,0,1,16,28.0,9,33,1
57,0,2,1,1,0,4,-1.0,2,257,0
51,1,2,1,1,1,1,-1.0,1,1,0
31,1,5,0,1,1,5,0.0,2,1,0
28,0,0,0,0,1,6,-1.0,9,0,1
30,0,2,0,2,0,0,-1.0,6,2,1
29,1,0,0,1,1,1,0.0,1,0,0
31,1,0,0,1,1,0,-1.0,4,0,0
27,0,0,0,1,1,1,-1.0,2,0,0
21,1,0,2,0,1,2,-24.0,9,21,1
28,0,0,0,1,1,4,-1.0,2,2,1
40,0,2,0,1,1,5,7.0,1,0,1
21,0,0,2,1,1,1,-1.0,4,1,1
32,0,2,0,2,1,3,0.0,6,-1,1
27,1,2,0,1,1,0,-1.0,2,0,0
26,1,0,0,2,1,2,0.0,7,0,0
41,0,0,0,2,1,6,-1.0,6,39,1
20,0,0,2,1,1,1,-1.0,3,0,0
25,1,2,0,1,1,1,0.0,3,42,0
21,0,0,2,0,1,1,-1.0,9,242,1
40,0,0,0,0,1,3,-1.0,8,0,1
22,0,3,2,1,1,1,-1.0,4,1,1
31,1,2,0,2,1,2,-1.0,6,3,1
28,1,2,0,1,0,1,-1.0,4,1,0
37,0,0,0,0,1,17,0.0,9,1,1
54,0,0,1,2,1,6,-1.0,7,13,1
21,1,0,2,1,0,1,-11.0,3,1,1
23,0,0,2,0,1,0,-1.0,9,14,1
52,0,0,1,0,0,8,-1.0,9,43,0
32,0,3,0,1,1,1,0.0,3,0,0
23,1,3,2,1,1,1,-5.0,3,5,0
29,1,2,0,0,1,7,-1.0,10,1,1
25,1,2,0,2,1,2,-12.0,5,11,1
29,1,2,0,1,1,0,-1.0,1,0,1
43,0,2,0,1,1,13,0.0,4,51,1
25,0,5,0,1,1,2,0.0,2,-1,0
56,0,2,1,1,1,1,0.0,2,1,0
22,0,2,2,0,1,1,-1.0,9,1,0
21,0,0,2,0,1,2,-1.0,9,18,1
46,0,0,1,1,0,0,-1.0,1,1,0
46,1,2,1,1,1,2,-1.0,4,3,0
46,0,2,1,1,1,2,-14.0,2,7,0
26,1,0,0,1,1,0,-1.0,2,0,0
32,0,0,0,1,1,1,-1.0,2,0,0
29,0,0,0,1,1,0,-1.0,2,1,1
48,1,3,1,1,1,1,0.0,1,1,0
44,0,2,0,1,1,0,-1.0,2,8,1
44,1,2,0,1,1,2,-2.0,4,-1,0
20,0,0,2,0,0,1,0.0,10,2,0
67,0,2,1,1,1,0,-1.0,1,24,1
29,0,2,0,0,1,9,-1.0,8,1,1
63,0,0,1,1,1,1,-1.0,1,1,0
22,0,0,2,0,1,0,0.0,8,0,0
39,0,0,0,1,1,3,-1.0,3,3,1
26,0,2,0,1,1,0,-1.0,2,0,0
30,0,2,0,1,1,0,-1.0,3,0,1
39,0,2,0,1,1,2,-2.0,2,1,1
39,0,0,0,2,0,0,-1.0,5,2,1
32,1,2,0,2,1,0,-1.0,6,17,1
27,0,2,0,2,0,2,-1.0,5,62,1
24,0,2,2,1,1,1,-1.0,3,1,1
63,1,0,1,0,1,3,-1.0,9,220,0
21,0,0,2,2,1,1,-2.0,5,0,0
33,0,2,0,1,0,2,-29.0,2,0,0
36,1,3,0,1,1,0,-7.0,1,1,0
22,0,0,2,0,1,2,0.0,9,30,1
63,1,2,1,1,1,5,-1.0,1,4,0
33,1,0,0,1,1,4,-1.0,3,1,0
27,0,2,0,2,1,6,-1.0,6,34,1
48,1,2,1,1,1,2,-1.0,2,0,0
47,0,2,1,2,1,2,0.0,5,2,1
58,1,2,1,1,1,5,-1.0,2,2,0
35,0,5,0,1,1,0,-1.0,1,2,0
27,0,0,0,0,1,25,18.0,10,40,1
28,0,0,0,2,1,1,-1.0,6,0,0
35,0,3,0,2,1,0,-1.0,7,0,0
25,0,0,0,0,1,7,-1.0,10,20,1
21,0,0,2,0,1,0,-5.0,10,1,1
29,1,5,0,1,0,2,0.0,2,-1,1
27,0,2,0,1,1,1,0.0,1,1,0
34,0,2,0,1,0,0,-1.0,3,62,1
31,1,5,0,1,1,6,-1.0,2,1,1
54,1,2,1,1,1,0,0.0,1,0,0
20,1,3,2,1,1,0,-1.0,4,23,1
41,0,0,0,0,1,13,-1.0,10,0,1
37,0,2,0,2,0,7,-30.0,6,6,1
51,1,0,1,1,1,17,0.0,4,0,0
22,0,0,2,2,1,3,-1.0,7,0,0
22,0,0,2,1,1,0,-1.0,4,0,0
38,0,0,0,0,0,7,0.0,10,39,1
27,0,0,0,0,1,4,-1.0,8,33,0
46,0,0,1,1,1,3,-1.0,1,1,1
39,0,2,0,1,0,3,-1.0,3,1,0
57,1,3,1,1,0,1,-1.0,2,0,0
51,0,0,1,1,1,1,-17.0,1,7,0
23,0,2,2,0,1,0,-1.0,8,2,0
24,0,0,2,1,0,2,-1.0,4,1,0
51,0,3,1,1,1,0,0.0,1,1,1
34,0,0,0,2,1,1,-1.0,6,0,0
38,0,0,0,1,1,0,-1.0,1,1,0
37,0,0,0,0,1,1,-1.0,10,3,0
23,1,3,2,2,1,0,-1.0,7,1,0
29,0,0,0,0,1,1,-1.0,8,40,0
35,0,0,0,1,1,4,-1.0,4,11,0
41,1,3,0,1,1,1,-4.0,1,0,0
48,1,3,1,1,1,1,-8.0,1,5,0
29,0,0,0,1,0,0,-3.0,4,0,0
52,0,0,1,2,1,17,0.0,7,29,1
27,0,0,0,0,1,2,-1.0,9,1,1
26,0,2,0,1,1,8,-1.0,4,2,0
29,0,2,0,1,1,0,-1.0,2,0,0
28,0,0,0,0,0,0,0.0,8,29,0
26,0,2,0,1,1,1,0.0,2,16,1
33,1,0,0,1,0,3,-1.0,4,1,0
21,1,0,2,2,1,1,-1.0,5,15,0
23,0,0,2,1,1,0,-1.0,2,2,0
50,0,3,1,1,1,5,-1.0,1,3,1
20,0,4,2,0,1,1,-5.0,9,5,1
25,1,0,0,2,1,0,0.0,5,-1,1
57,1,0,1,1,1,8,0.0,4,-1,1
24,1,0,2,0,1,2,0.0,8,49,1
30,1,0,0,1,1,2,-1.0,4,5,0
24,0,0,2,2,0,0,0.0,6,0,1
30,0,2,0,0,1,4,0.0,8,4,1
31,1,0,0,2,1,5,-1.0,5,0,0
24,0,0,2,2,0,0,-1.0,7,1,0
50,1,2,1,1,1,0,-1.0,1,1,0
47,0,0,1,0,1,19,-1.0,8,212,1
39,0,2,0,0,1,16,0.0,9,35,1
31,0,0,0,0,1,16,-1.0,9,52,1
44,1,2,0,1,0,1,0.0,1,6,1
42,0,2,0,1,1,3,0.0,4,0,0
27,1,0,0,1,1,0,-1.0,2,1,0
41,0,3,0,0,1,19,-1.0,10,42,1
31,0,0,0,2,1,0,0.0,7,-1,0
27,1,0,0,0,1,6,-1.0,10,1,0
29,0,0,0,0,1,1,-1.0,9,290,0
28,0,0,0,0,1,12,-1.0,10,76,1
54,1,2,1,1,0,1,-22.0,2,0,0
21,0,2,2,2,0,0,-1.0,6,0,1
35,1,2,0,1,1,2,0.0,3,0,0
25,0,2,0,2,1,1,-1.0,5,1,0
23,1,0,2,1,0,0,-1.0,4,2,0
21,0,0,2,2,1,0,0.0,7,0,1
57,0,0,1,2,1,19,-1.0,7,117,0
70,0,0,1,1,0,1,-1.0,1,1,0
54,1,0,1,1,1,0,0.0,1,-1,0
42,0,0,0,1,1,1,0.0,1,0,0
27,0,0,0,2,1,8,-1.0,7,1,1
27,0,0,0,2,1,9,-1.0,7,0,1
28,1,2,0,1,1,0,0.0,2,2,1
29,0,2,0,1,1,5,0.0,2,0,0
24,1,0,2,2,0,0,-1.0,7,0,0
37,1,2,0,1,1,0,-1.0,4,0,0
30,1,0,0,2,1,1,-1.0,5,1,1
42,0,0,0,1,1,1,-1.0,1,1,0
21,1,2,2,2,1,0,-1.0,6,3,1
45,0,2,1,1,1,0,-5.0,3,1,0
50,1,2,1,1,0,0,0.0,1,1,0
56,0,3,1,1,1,0,-2.0,1,1,0
27,1,0,0,1,1,0,0.0,1,0,1
60,0,0,1,0,1,9,-1.0,8,0,0
28,1,0,0,2,1,2,-1.0,5,2,1
36,0,5,0,1,1,0,-1.0,1,7,0
30,0,3,0,1,1,0,0.0,2,0,0
21,0,3,2,2,1,0,-1.0,6,0,1
37,0,0,0,1,0,3,-1.0,1,29,0
48,0,0,1,1,1,0,0.0,1,2,0
24,0,5,2,0,1,9,-1.0,10,4,1
44,1,2,0,1,1,1,0.0,1,0,1
23,0,0,2,0,0,1,-1.0,9,1,0
24,0,0,2,2,1,5,-1.0,5,1,1
26,0,0,0,0,1,2,-1.0,8,0,1
24,1,0,2,0,1,12,-1.0,10,17,0
26,0,2,0,2,1,2,-1.0,6,0,0
41,0,0,0,0,1,7,-1.0,9,58,0
37,1,2,0,1,0,0,0.0,1,0,0
35,0,0,0,1,0,6,-1.0,2,1,1
43,1,2,0,1,1,1,-1.0,1,1,0
49,1,5,1,1,1,0,-1.0,1,1,1
32,0,2,0,1,1,0,-7.0,1,0,0
51,0,0,1,0,1,21,-1.0,8,449,1
31,1,5,0,1,1,0,-1.0,3,1,0
49,0,2,1,1,1,0,-1.0,1,0,0
23,1,0,2,1,1,0,-1.0,2,1,1
24,0,2,2,0,1,0,0.0,9,2,0
32,0,3,0,2,1,7,-1.0,7,1,0
20,0,0,2,1,1,0,-1.0,3,0,0
50,1,0,1,1,1,3,-1.0,3,0,0
35,0,0,0,2,0,4,-1.0,5,2,0
25,0,3,0,1,1,4,0.0,4,1,0
21,1,5,2,1,0,0,-1.0,4,0,0
53,0,2,1,1,1,3,-1.0,1,197,1
22,1,3,2,1,1,0,-1.0,2,0,0
52,0,3,1,1,1,5,-1.0,3,6,1
39,1,5,0,1,1,0,-1.0,1,3,0
53,0,3,1,1,1,1,-1.0,1,1,0
20,0,0,2,2,1,2,-1.0,7,10,1
27,1,0,0,0,1,5,0.0,10,37,1
28,1,0,0,0,1,5,-1.0,8,1,0
32,0,2,0,2,1,5,-1.0,5,65,1
20,0,3,2,1,1,0,-1.0,3,0,0
